Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Dead,Injured,Affected
2014-0174-TUR,2014,174,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Turkey,TUR,Western Asia,Asia,"Tekirdag, Canakkale provinces",0,0,0,0,0,0,0,7,Richter,40.2893,25.3889,0,0,2014,5,24,2014,5,24,0,324,0,0,324,0,0,0,92.5989805737934,GREEN,RED,RED
2014-0311-ZAF,2014,311,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,South Africa,ZAF,Southern Africa,Africa,"Orkney city (Dr Kenneth Kaunda District Municipality district, North West province)",0,0,0,0,0,0,0,5,Richter,-26.9899,26.7048,12:23,0,2014,8,5,2014,8,5,1,2,2000,0,2002,0,0,0,92.5989805737934,GREEN,GREEN,RED
2015-0476-AFG,2015,476,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Afghanistan,AFG,Southern Asia,Asia,"Badakhshan, Baghlan, Ghazni, Kapisa, Khost, Kunar, Nangarhar, Paktya, Panjsher, Parwan, Takhar, Kunduz, Nuristan, Laghman, Kabul provinces",0,0,0,0,0,0,0,8,Richter,36.5244,70.3676,13:39,0,2015,10,26,2015,10,26,115,58080,0,34645,92725,0,0,0,92.7088219860826,RED,RED,RED
2015-0571-AFG,2015,571,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Afghanistan,AFG,Southern Asia,Asia,"Ashkasham town (Eshkmesh district, Badakhshan province)",0,0,0,0,0,0,0,6,Richter,36.4935,71.1263,23:45,0,2015,12,25,2015,12,25,0,12,0,395,407,0,0,0,92.7088219860826,GREEN,GREEN,RED
2015-0144-BGD,2015,144,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Bangladesh,BGD,Southern Asia,Asia,"Savar area (Dhaka district, Dhaka province), Narayanganj, Gazipur, Gopalganj districts (Dhaka province), Sunamganj district (Sylhet province), Comilla, Feni districts (Chittagong province), Habiganj district (Sylhet province), Gangachara area (Rangpur district, Rangpur province), Gaibandha district (Rangpur province), Rajshahi, Naogaon, Bogra, Pabna districts (Rajshahi province)",0,0,0,0,0,0,0,8,Richter,28.2305,84.7314,0,0,2015,4,25,2015,4,25,4,200,0,0,200,0,0,0,92.7088219860826,GREEN,ORANGE,YELLOW
2015-0086-COL,2015,86,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Colombia,COL,South America,Americas,"Santafe de Bogota D.c. district (Cundinamarca province), Cali district (Valle del Cauca province); Bucaramanga, Betulia districts (Santander Province)",0,"Slide (land, mud, snow, rock)",0,0,0,0,0,6,Richter,6.7757,-72.9875,0,0,2015,3,10,2015,3,10,0,1,40835,400,41236,0,0,0,92.7088219860826,GREEN,GREEN,RED
2015-0216-MYS,2015,216,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Malaysia,MYS,South-Eastern Asia,Asia,Ranau district (Sabah province),0,"Slide (land, mud, snow, rock)",0,0,0,0,0,6,Richter,5.987,116.541,0,0,2015,6,5,2015,6,5,24,10,0,0,10,0,0,2,92.7088219860826,BLUE,GREEN,GREEN
2015-0144-NPL,2015,144,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Nepal,NPL,Southern Asia,Asia,"Gorkha area (Gandaki district, Western province), Dolakha, Ramechhap areas (Janakpur district, Central province), Bagmati district (Central province)",0,"Slide (land, mud, snow, rock)",0,Yes,0,0,0,8,Richter,28.2305,84.7314,11:56,0,2015,4,25,2015,4,25,8831,17932,5621790,0,5639722,0,100000,5174000,92.7088219860826,RED,RED,RED
2015-0175-NPL,2015,175,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Nepal,NPL,Southern Asia,Asia,"Kathmandu, Sindhupalchok areas (Bagmati district, Central province), Dolakha area (Janakpur district, Central province)",0,"Slide (land, mud, snow, rock)",0,0,0,0,0,7,Richter,27.8087,86.0655,12:50,19km SE of Kodari,2015,5,12,2015,5,12,138,2428,0,0,2428,0,0,0,92.7088219860826,RED,RED,RED
2015-0435-CHL,2015,435,Natural,Geophysical,Earthquake,Tsunami,0,0,Kill,Chile,CHL,South America,Americas,"Araucania, Atacama, Biobio, Coquimbo, Libertador Gral. Bernardo O’Higgins, Maule, Metropolitana, Valparaiso provinces",0,Tsunami/Tidal wave,0,0,0,Yes,0,8,Richter,-31.5729,-71.6744,19:54,0,2015,9,16,2015,9,16,19,15,681484,0,681499,0,350000,800000,92.7088219860826,BLUE,GREEN,RED
2015-0078-CHN,2015,78,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,"Shawan area (Tacheng district, Xinjiang Uygur Zizhiqu province)",0,0,0,0,0,0,0,5,Richter,44.133,85.568,null:null,0,2015,2,22,2015,2,22,0,0,8640,0,8640,0,0,14650,92.7088219860826,GREEN,GREEN,RED
2015-0125-CHN,2015,125,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,"Zhenkang Xian, Cangyuan Wa Zizhixian, Gengma Dai-Wa Zizhixian areas (Lincang district, Yunnan Sheng province)",0,0,0,0,0,0,0,5,Richter,23.566,98.854,18:25,0,2015,3,1,2015,3,1,0,32,0,2000,2032,0,0,15000,92.7088219860826,GREEN,BLUE,RED
2015-0144-CHN,2015,144,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Shigatse district (Xizang Zizhiqu province),0,0,0,0,0,0,0,8,Richter,28.2305,84.7314,0,0,2015,4,25,2015,4,25,29,383,200000,7500,207883,0,0,0,92.7088219860826,BLUE,RED,RED
2015-0175-CHN,2015,175,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Shigatse district (Xizang Zizhiqu province),0,0,0,0,0,0,0,7,Richter,27.8087,86.0655,12:50,0,2015,5,12,2015,5,12,1,0,0,0,0,0,0,0,92.7088219860826,GREEN,GREEN,GREEN
2015-0271-CHN,2015,271,Natural,Geophysical,Earthquake,Ground movement,0,0,Waiting,China,CHN,Eastern Asia,Asia,"Xilkiqi village (Pishan area, Khotan district, Xinjiang Uygur Zizhiqu province)",0,0,0,0,0,0,0,6,Richter,37.4593,78.1542,09:07,0,2015,7,3,2015,7,3,3,263,0,9000,9263,0,0,3200,92.7088219860826,GREEN,RED,RED
2015-0415-IDN,2015,415,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Sorong district (Papua Barat province),0,0,0,0,0,0,0,7,Richter,-0.621,131.262,12:53,0,2015,9,24,2015,9,24,0,62,12185,0,12247,0,0,0,92.7088219860826,GREEN,YELLOW,RED
2015-0144-IND,2015,144,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,India,IND,Southern Asia,Asia,"Bihar, Uttar Pradesh, West Bengal, Sikkim provinces",0,0,0,0,0,0,0,8,Richter,28.2305,84.7314,0,0,2015,4,25,2015,4,25,78,560,0,0,560,0,0,0,92.7088219860826,ORANGE,RED,RED
2015-0175-IND,2015,175,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,India,IND,Southern Asia,Asia,Bihar province,0,0,0,0,0,0,0,7,Richter,27.8087,86.0655,12:35,0,2015,5,12,2015,5,12,20,0,0,0,0,0,0,0,92.7088219860826,BLUE,GREEN,GREEN
2015-0476-IND,2015,476,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,India,IND,Southern Asia,Asia,"Administrative unit not available districts (Jammu and Kashmir province), Delhi, Punjab provinces",0,0,0,0,0,0,0,8,Richter,36.5244,70.3676,13:39,0,2015,10,26,2015,10,26,0,10,0,0,10,0,0,0,92.7088219860826,GREEN,GREEN,GREEN
2015-0512-KGZ,2015,512,Natural,Geophysical,Earthquake,Ground movement,0,0,--,Kyrgyzstan,KGZ,Central Asia,Asia,"Chong-Alay, Alay, Kara-Suu, Kara-Kulja, Aravan districts (Osh province)",0,0,0,0,0,0,0,6,Richter,40.376,73.204,23.29,0,2015,11,17,2015,11,17,0,0,11490,5290,16780,0,0,12000,92.7088219860826,GREEN,GREEN,RED
2015-0476-PAK,2015,476,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Pakistan,PAK,Southern Asia,Asia,"Islamabad District district (Islamabad province), Chakwal District, Gujranwala District, Jhang District, Jhelum District, Kasur District, Mianwali District, Multan District, Muzaffargarh District, Narowal District, Rawalpindi District, Sahiwal District, Sargodha District, Sheikhupura District districts (Punjab province), Azad area (Jammu and Kashmir province), North-West Frontier province",0,0,0,0,0,0,0,8,Richter,36.5244,70.3676,14:09,0,2015,10,25,2015,10,25,280,1745,366945,133900,502590,0,0,0,92.7088219860826,RED,RED,RED
2015-0571-PAK,2015,571,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Pakistan,PAK,Southern Asia,Asia,Khyber Agency district (Federally Administrered Tribal Areas province),0,0,0,0,0,0,0,6,Richter,36.4935,71.1263,0,0,2015,12,25,2015,12,25,3,85,0,0,85,0,0,0,92.7088219860826,GREEN,YELLOW,BLUE
2015-0528-TJK,2015,528,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Tajikistan,TJK,Central Asia,Asia,"Murgabskiy, Rushanskiy, Shugnanskiy, Vanchskiy, Kalay-Humbskiy districts (Badakhshoni Kuni province)",0,0,0,0,0,0,0,7,Richter,38.2107,72.7797,0,0,2015,12,7,2015,12,7,2,14,7962,0,7976,0,0,5000,92.7088219860826,GREEN,GREEN,RED
2015-0336-COD,2015,336,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Kabare, Bukavu (South Kivu)",0,0,0,0,No,No,0,6,Richter,-2.091,28.952,0,0,2015,8,6,2015,8,7,3,30,260,100,390,0,0,0,92.7088219860826,GREEN,BLUE,RED
2015-0608-TLS,2015,608,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Timor-Leste,TLS,South-Eastern Asia,Asia,Dili province,0,0,0,0,0,0,0,7,Richter,-8.3381,124.8754,0,0,2015,11,4,2015,11,4,0,3,0,2000,2003,0,0,4000,92.7088219860826,GREEN,GREEN,RED
2016-0002-BGD,2016,2,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Bangladesh,BGD,Southern Asia,Asia,"Dhaka, Jamalpur districts (Dhaka province), Rajshahi district (Rajshahi province), Lalmonirhat, Panchagarh districts (Rangpur province)",0,0,0,0,0,0,0,7,Richter,24.804,93.65,0,0,2016,1,3,2016,1,3,5,70,0,0,70,0,0,0,93.878436484259,GREEN,YELLOW,BLUE
2016-0395-NZL,2016,395,Natural,Geophysical,Earthquake,Tsunami,0,0,SigDam,New Zealand,NZL,Australia and New Zealand,Oceania,"Culverden, Kaikoura (Canterbury province), Wellington province",0,Tsunami/Tidal wave,"Slide (land, mud, snow, rock)",0,0,0,0,8,Richter,-42.725,173.064,00:02,0,2016,11,14,2016,11,14,2,50,0,0,50,0,2100000,3900000,93.878436484259,GREEN,BLUE,GREEN
2016-0117-ECU,2016,117,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Ecuador,ECU,South America,Americas,"Guayaquil district (Guayas province), Muisne district (Esmeraldas province), Portoviejo district (Manabi province), Santo Domingo de los Tsachilas, Los Ríos, Santa Elena provinces",0,0,"Slide (land, mud, snow, rock)",0,0,Yes,0,8,Richter,0.382,-79.92,18:58,0,2016,4,16,2016,4,16,672,6274,383090,0,389364,3344000,560000,2000000,93.878436484259,RED,RED,RED
2016-0480-CHN,2016,480,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Xinjinag Uygur Zizhiqu province,0,0,0,0,0,0,0,7,Richter,39.238,74.047,22:24,0,2016,11,25,2016,11,25,1,0,37200,0,37200,0,0,5500,93.878436484259,GREEN,GREEN,RED
2016-0151-ECU,2016,151,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Ecuador,ECU,South America,Americas,"Esmeraldas district (Esmeraldas province), Portoviejo district (Manabi province)",0,0,0,0,0,0,0,7,Richter,0.495,-79.62,02:57,0,2016,5,18,2016,5,18,1,87,60,0,147,0,0,0,93.878436484259,GREEN,YELLOW,YELLOW
2016-0019-IDN,2016,19,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Maluku, Maluku Utara provinces",0,0,0,0,0,0,0,6,Richter,-3.863,127.229,0,0,2016,1,16,2016,1,16,0,8,360,0,368,0,0,0,93.878436484259,GREEN,GREEN,RED
2016-0458-IDN,2016,458,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Dompu district (Nusatenggara Barat Province),0,0,0,0,0,0,0,6,Richter,-8.218,117.816,06:40,0,2016,8,1,2016,8,1,0,0,3410,0,3410,0,0,0,93.878436484259,GREEN,GREEN,RED
2016-0475-IDN,2016,475,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Pidie Jaya district (Nangroe Aceh Darussalam province, Sumatra Isl.)",0,0,0,0,Yes,0,0,7,Richter,5.281,96.108,05:00,0,2016,12,7,2016,12,7,104,857,85161,0,86018,0,0,100000,93.878436484259,RED,RED,RED
2016-0002-IND,2016,2,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,India,IND,Southern Asia,Asia,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)",0,0,0,0,0,0,0,7,Richter,24.804,93.65,0,0,2016,1,3,2016,1,3,8,308,10500,0,10808,0,0,75000,93.878436484259,GREEN,RED,RED
2016-0313-ITA,2016,313,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Italy,ITA,Southern Europe,Europe,"Amatrice, Accumoli, Pescara del Tronto, Arquataa, Posta (Rieti and Ascoli Piceno provinces)",0,0,0,0,0,Yes,0,6,Richter,42.723,13.187,03:36,0,2016,8,24,2016,8,24,296,400,4454,0,4854,0,75000,5000000,93.878436484259,RED,RED,RED
2016-0357-ITA,2016,357,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Italy,ITA,Southern Europe,Europe,"Visso, Ussita (Macerata district, Marche province)",0,0,0,0,0,0,0,6,Richter,42.934,13.043,0,0,2016,10,26,2016,10,26,1,24,3003,0,3027,0,0,200000,93.878436484259,GREEN,BLUE,RED
2016-0358-ITA,2016,358,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Italy,ITA,Southern Europe,Europe,"Norcia (Perugia district, Umbria province)",0,0,0,0,0,0,0,7,Richter,42.855,13.088,07:40,0,2016,10,30,2016,10,30,0,20,22272,0,22292,0,0,200000,93.878436484259,GREEN,GREEN,RED
2016-0107-JPN,2016,107,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Japan,JPN,Eastern Asia,Asia,Kumamoto province (Kyushu Isl.),0,0,0,0,0,0,0,7,Richter,32.788,130.7,21:26,0,2016,4,14,2016,4,14,9,800,120000,0,120800,0,0,0,93.878436484259,GREEN,RED,RED
2016-0121-JPN,2016,121,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Japan,JPN,Eastern Asia,Asia,"Kumamoto, Fukuoka, Saga, Oita, Miyazaki provinces",0,0,0,0,0,0,0,7,Richter,32.791,130.75,17:00,0,2016,4,16,2016,4,16,49,1684,272763,23985,298432,0,5000000,20000000,93.878436484259,YELLOW,RED,RED
2016-0492-JPN,2016,492,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Japan,JPN,Eastern Asia,Asia,"Kurayoshi city (Kurayosisi district, Tottori province)",0,0,0,0,0,0,0,6,Richter,35.37,133.812,0,0,2016,10,21,2016,10,21,0,7,480,6,493,0,0,100000,93.878436484259,GREEN,GREEN,RED
2016-0341-KOR,2016,341,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Korea (the Republic of),KOR,Eastern Asia,Asia,Kyonju,0,0,0,0,0,0,0,5,Richter,35.781,129.216,20:32,0,2016,9,12,2016,9,12,0,32,29800,0,29832,0,0,21000,93.878436484259,GREEN,BLUE,RED
2016-0335-MKD,2016,335,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,Skopje province,0,0,0,0,0,0,0,5,Richter,42.009,21.49,15:10,0,2016,9,11,2016,9,11,0,100,0,0,100,0,0,10000,93.878436484259,GREEN,YELLOW,BLUE
2016-0383-MMR,2016,383,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Myanmar,MMR,South-Eastern Asia,Asia,"Magway, Mandalay, Rakhine, Sagaing provinces",0,0,0,0,0,0,0,7,Richter,20.923,94.569,0,0,2016,8,24,2016,8,24,4,2,1150,0,1152,0,0,10000,93.878436484259,GREEN,GREEN,RED
2016-0100-PAK,2016,100,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Pakistan,PAK,Southern Asia,Asia,"North-West Frontier, Gilgit-Baltistan provinces, Khyber Agency district (Federally Administered Tribal Areas province)",0,0,0,0,0,0,0,7,Richter,36.473,71.13,0,0,2016,4,10,2016,4,10,6,42,100,0,142,0,0,0,93.878436484259,GREEN,BLUE,YELLOW
2016-0043-TWN,2016,43,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Taiwan (Province of China),TWN,Eastern Asia,Asia,"Tainan city (Name Unkown district, Taiwan Sheng province)",0,Collapse,0,0,0,0,0,6,Richter,22.938,120.6,03:57,0,2016,2,6,2016,2,6,117,525,0,0,525,0,370000,700000,93.878436484259,RED,RED,RED
2016-0483-SLB,2016,483,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Solomon Islands,SLB,Melanesia,Oceania,"Malaita, Makira-Ulawa, Temotu provinces",0,Tsunami/Tidal wave,0,0,0,0,0,8,Richter,-10.676,161.33,04.39,0,2016,12,8,2016,12,8,0,1,9769,0,9770,0,0,0,93.878436484259,GREEN,GREEN,RED
2016-0298-PER,2016,298,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Peru,PER,South America,Americas,"Yanque, Achoma (Arequipa region); Chivay, Achoma, Ichupampa, Cabanoconde, Yanque, Coporaque, Maca, Madrigal, Tapay, Lari, Tuti, Callalli (Caylloma province)",0,0,0,0,0,0,0,5,Richter,-15.64,-71.68,21:58,0,2016,8,14,2016,8,14,4,67,11115,0,11182,0,0,0,93.878436484259,GREEN,YELLOW,RED
2016-0464-PER,2016,464,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Peru,PER,South America,Americas,"Lampa, Paratia cities (Lampa district, Puno province)",0,0,0,0,0,0,0,6,Richter,-15.321,-70.823,17:40,0,2016,12,1,2016,12,1,1,17,200,40,257,0,0,0,93.878436484259,GREEN,GREEN,ORANGE
2016-0251-TJK,2016,251,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Tajikistan,TJK,Central Asia,Asia,"Rasht region (Garmskiy district, Tadzhikistan Territories province)",0,0,0,0,0,0,0,5,Richter,38.883,70.626,0,0,2016,7,1,2016,7,1,0,0,155,0,155,0,0,0,93.878436484259,GREEN,GREEN,YELLOW
2016-0329-TZA,2016,329,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Bukoba, Karagwe, Missenyi district (Kagera province)",0,0,0,0,0,0,0,6,Richter,1.036,31.618,15.27,0,2016,9,10,2016,9,10,17,440,139161,0,139601,0,0,458000,93.878436484259,BLUE,RED,RED
2016-0329-UGA,2016,329,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Uganda,UGA,Eastern Africa,Africa,"Minziro, Kanabulemu parish (Kakuuto district, Rakai province)",0,0,0,0,0,0,0,6,Richter,-1.036,31.618,0,0,2016,9,10,2016,9,10,4,0,0,590,590,0,0,0,93.878436484259,GREEN,GREEN,RED
2016-0493-USA,2016,493,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,United States of America (the),USA,Northern America,Americas,Cushing (Oklahoma),0,0,0,0,0,0,0,5,Richter,35.991,-96.803,0,0,2016,11,7,2016,11,7,0,0,120,0,120,0,0,20000,93.878436484259,GREEN,GREEN,YELLOW
2016-0526-CHN,2016,526,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Near Shihezi district (Xinjiang Uygur Zizhiqu province),0,0,0,0,0,0,0,6,Richter,43.823,86.345,13:15,0,2016,12,8,2016,12,8,0,0,9000,120,9120,0,0,135000,93.878436484259,GREEN,GREEN,RED
2016-0536-CHN,2016,536,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Shimen (Yunnan - Dali Bai),0,0,0,0,0,0,0,5,Richter,26.077,99.539,01:05,0,2016,5,18,2016,5,18,2,0,0,5000,5000,0,0,60000,93.878436484259,GREEN,GREEN,RED
2016-0537-PHL,2016,537,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Surigao city,0,0,0,0,0,0,0,7,Richter,,,0,0,2016,3,30,2016,3,30,8,202,0,0,202,0,0,0,93.878436484259,GREEN,RED,ORANGE
2017-0331-CHN,2017,331,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,"Aba prefecture, Jiuzhaigou County (Sichuan province)",0,"Slide (land, mud, snow, rock)",0,0,0,0,0,7,Richter,33.193,103.855,21:20,0,2017,8,8,2017,8,8,29,525,217500,300,218325,0,0,500000,95.8781657744988,BLUE,RED,RED
2017-0113-CHN,2017,113,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Yangbi (Yunnan province),0,0,0,0,0,0,0,5,Richter,,,0,0,2017,3,26,2017,3,26,0,1,0,2105,2106,0,0,31000,95.8781657744988,GREEN,GREEN,RED
2017-0124-CHN,2017,124,Natural,Geophysical,Earthquake,Ground movement,0,0,Waiting,China,CHN,Eastern Asia,Asia,Xinjiang region,0,0,0,0,0,0,0,5,Richter,,,05:58,0,2017,5,11,2017,5,11,8,23,0,4560,4583,0,0,2000,95.8781657744988,GREEN,BLUE,RED
2017-0513-CHN,2017,513,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Nyingchi (Tibet),0,0,0,0,0,0,0,6,Richter,29.833,94.978,0,0,2017,11,18,2017,11,18,0,3,23400,0,23403,0,0,0,95.8781657744988,GREEN,GREEN,RED
2017-0382-MEX,2017,382,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Mexico,MEX,Central America,Americas,"Oaxaca (Juchitan), Chiapas (Cintapala),Tabasco states",0,Tsunami/Tidal wave,"Slide (land, mud, snow, rock)",0,0,Yes,0,8,Richter,15.022,-93.899,23:49,0,2017,9,8,2017,9,8,98,250,1200000,0,1200250,0,400000,2300000,95.8781657744988,ORANGE,RED,RED
2017-0387-MEX,2017,387,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Mexico,MEX,Central America,Americas,"Puebla (Puebla, Cholula), Morelos (Cuernavaca, Jojutla), Mexico state, Mexico city (Roma, Reforma, Condesa, Narvarte, Napoles, Lindavista), Guerrero, Oaxaca, Chiapas",0,Fire,0,0,0,0,0,7,Richter,18.55,-98.489,13:14,0,2017,9,19,2017,9,19,369,6000,250000,0,256000,0,2000000,6000000,95.8781657744988,RED,RED,RED
2017-0182-GRC,2017,182,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Greece,GRC,Southern Europe,Europe,"Vrisa, Plomarion,Plagias, Chios, Kampas, Skala, Polichnitos, Mytilene (Lesbos)",0,"Slide (land, mud, snow, rock)",0,0,0,0,0,6,Richter,38.915,26.371,15:29,0,2017,6,12,2017,6,12,1,11,720,0,731,0,0,0,95.8781657744988,GREEN,GREEN,RED
2017-0140-PHL,2017,140,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Verde Island Passage (Tingloy, Maricaban Island). Batangas and Laguna provinces",0,"Slide (land, mud, snow, rock)",0,0,0,0,0,6,Richter,13.77,120.935,0,0,2017,4,8,2017,4,8,0,0,25000,0,25000,0,0,2000,95.8781657744988,GREEN,GREEN,RED
2017-0280-GRC,2017,280,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Greece,GRC,Southern Europe,Europe,Kos Island,0,Tsunami/Tidal wave,0,0,0,0,0,7,Richter,36.925,27.414,01:31,0,2017,7,21,2017,7,21,2,120,0,0,120,0,0,0,95.8781657744988,GREEN,ORANGE,YELLOW
2017-0015-ITA,2017,15,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Italy,ITA,Southern Europe,Europe,"Avezzano, Campotosto, Montereale, Capitignano, Ortolano di Campoposto, Mopolino (L’Aquila); Csatel Castagna, Csatigkione Messer Raimondo, Prati di Tivo (Teramao); Abruzzo (Pescara), Lazio (Rieti), Marche (Ascoli Piceno, Macerata, Fermo, Ancona) region",0,"Avalanche (Snow, Debris)",0,0,0,0,0,5,Richter,42.601,,10:25,13.227,2017,1,18,2017,1,19,29,11,0,0,11,0,6000,18000,95.8781657744988,BLUE,GREEN,GREEN
2017-0382-GTM,2017,382,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Guatemala,GTM,Central America,Americas,"Huehuetenango, Quetzaltenango, Quiché, San Marcos, Suchitepéquez, Totonicapan",0,0,0,0,0,0,0,8,Richter,,,22:49,0,2017,9,8,2017,9,8,0,2,3518,81,3601,0,0,0,95.8781657744988,GREEN,GREEN,RED
2017-0530-IDN,2017,530,Natural,Geophysical,Earthquake,Ground movement,0,0,Waiting,Indonesia,IDN,South-Eastern Asia,Asia,"Jakarta,West Java (Ciamis regency), Central Java (Pekalongan) and Yogyakarta,",0,0,0,0,0,0,0,7,Richter,-7.492,,0,0,2017,12,15,2017,12,15,4,36,8859,0,8895,0,0,0,95.8781657744988,GREEN,BLUE,RED
2017-0204-IRN,2017,204,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kopet Dag Mountain, North Khorasan province (Bojnord, Maneh, Samarghan, Ghasre-Ghajar, Qorbour, Langer, Bidak)",0,0,0,0,0,0,0,6,Richter,37.772,57.204,0,0,2017,5,13,2017,5,13,3,417,0,1845,2262,0,0,2000,95.8781657744988,GREEN,RED,RED
2017-0446-IRN,2017,446,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Qasre-Shirin, Gilane-Garb, Kermanshah, Sare-Pule-Zahab, , Islamabad- E- Gharb, Dalahoo, Javanrood (Ezgeleh), Salase-Babajani (Kermanshah province), Ilam city, Mehran City (Ilam)",0,0,0,0,0,0,0,7,Richter,34.911,45.959,21:48,0,2017,11,12,2017,11,12,444,9000,200000,0,209000,0,0,740000,95.8781657744988,RED,RED,RED
2017-0521-IRN,2017,521,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Tehran region (Malard, Alborz), Saveh city",0,0,0,0,0,0,0,5,Richter,35.649,50.962,23:30,0,2017,12,20,2017,12,20,2,120,0,0,120,0,0,0,95.8781657744988,GREEN,ORANGE,YELLOW
