Severity,Affected sq km,Magnitude (M),Centroid X,Centroid Y,Dead
1,2679.329284,6.555748778,92.05141435,29.35074374,RED
1.104344643,14327.16203,6.758262143,72.98739561,18.73539464,RED
1.79908866,42256.86678,7.298177321,40.09462383,-18.61905563,RED
1.402559604,15872.10639,6.638976158,39.99885656,-9.437449921,RED
1.5,23482.79133,6.525066367,-57.89125225,5.228770141,RED
1.710849666,7129.042517,4.724104565,66.46214094,50.1294878,RED
2,391.5428646,2.976383875,-59.32627522,46.72944225,RED
1.024930073,248194.56,6.534902102,22.34934141,-1.123157712,RED
1,68615.19789,5.174954627,-24.07347376,22.70166145,RED
1.462418862,4135.294715,5.047386407,39.19309699,13.61009742,RED
1.5,22902.54064,6.312103764,-11.66060634,3.898252205,RED
2,29005.26591,6.1258199,-42.01660057,11.2716482,RED
1.016969129,554189.7688,6.327150607,14.92446345,3.681041752,RED
1,45213.43374,5.639633225,20.0292436,1.339668945,RED
1,4208.47404,4.208917619,42.33102597,9.361123906,RED
1.571530976,233975.6978,7.157081414,101.4653607,24.80496753,RED
2,75075.92422,5.53223339,127.1125742,37.79222126,RED
1.566858433,271.7462052,3.073256627,-77.99105409,35.09000054,RED
1,2751.465403,4.715146297,16.08416634,7.540927422,RED
1.334052834,4142.875523,4.433836984,31.85154175,12.75571839,RED
1.822657468,4893.267125,5.445314937,26.48767798,28.07081541,RED
1,55137.10312,5.611953083,11.59719241,21.95742712,RED
1.457984702,66931.96112,6.715969403,76.61194728,16.17688546,RED
1,16152.40727,5.010655534,-7.135148455,-9.219927317,RED
1.501032056,290.1196615,3.249277561,-29.24773238,27.05034537,RED
1,52477.12891,6.370016266,1.985441842,36.73404038,RED
1,185762.131,6.721322433,86.27523732,23.65280191,RED
1.751610207,27717.42882,6.04774571,-35.66376616,3.514942153,RED
1.76514885,358.4436012,5.500753045,14.82583166,6.219933215,RED
1.485290634,7642.811731,6.969122176,-8.083538324,23.74519903,RED
2,664888.0272,7.385061836,-45.06508983,-18.71522293,RED
2,550028.7686,7.794477086,91.17001268,17.41747135,RED
1.827613638,552847.8036,7.624181821,67.63881136,11.56537024,RED
1.127605437,6895.709831,3.965887068,12.96861335,38.64068465,RED
1.69344188,241151.577,7.00655812,77.96572105,29.09195508,RED
2,622644.075,7.062881553,87.41584515,17.58062785,RED
1.962338057,2633.210273,6.169870446,12.16359428,31.42876086,RED
1.518365463,625.1698716,3.863269073,-64.03617686,33.36366662,RED
1.072898452,247734.7618,6.529159381,17.46477014,-1.290009359,RED
1.5,23734.12459,6.450733162,-11.73444703,13.51148559,RED
1.253198907,97874.78249,6.624040328,32.55781532,20.11447418,RED
2,711721.434,7.478522619,-34.73391787,-9.367477598,RED
1,53607.61365,5.027920268,122.7524591,-13.07695788,RED
1,55147.21051,5.58105262,14.83928597,20.70536573,RED
1,17351.37344,5.454673828,7.788594475,4.350895569,RED
1.54504312,74072.49408,5.681982752,130.7999223,41.02589397,RED
1.5,23718.11822,6.501390242,-32.91932671,10.85943926,RED
1.867529344,1769.058926,6.3,-60.65223237,4.292817011,RED
2,270645.0309,6.971850692,61.01476182,31.26452468,RED
1.5462476,85660.56421,6.04450288,74.27412778,31.86526148,RED
1.089473123,5037.443074,5.264210751,15.52264737,59.21121012,RED
1.582015914,4752.197914,5.591007957,25.24456935,41.73192314,RED
1.146715201,321545.098,7.04401456,97.23677805,28.06940281,RED
2,254504.2571,6.743153913,26.70190738,29.06551904,RED
1.900762335,1005.232955,3.990076234,4.58441697,32.95202995,RED
2,74523.22877,7.045774499,25.58701066,14.17520688,RED
1,53628.52575,6.762695477,15.09717276,37.37503215,RED
1.874766063,234606.3126,6.849906425,17.49524111,12.78741804,RED
1.128902585,168.7765037,3.454683102,-87.63451724,20.71681469,RED
1,26680.21354,6.196002238,37.99216416,19.48991219,RED
1.55058281,237684.3022,7.179766876,111.4339472,24.16693155,RED
1.376862146,468414.018,7.226117288,87.20558214,11.22450528,RED
1.356067299,248.3804314,4.418954788,7.792265292,7.699563826,RED
1,670316.0541,7.242217207,92.58694761,26.47430745,RED
1,55519.55647,5.676630955,100.2287629,33.85454942,RED
1,6111.787368,6.696877988,106.7709638,18.13708918,RED
1.617841267,242300.3618,7.152863493,106.0500422,21.13891544,RED
1.286339717,570827.8028,6.500437802,41.98508821,9.481601662,RED
1.873678035,19078.35476,6.787367803,83.81752179,22.88194142,RED
1.873198201,18842.32697,6.470315322,67.16091505,15.16341173,RED
2,4748.350714,5.866702156,15.2267023,25.28315418,RED
1.406424746,443086.2648,7.081284949,102.7925006,28.88618164,RED
1.436444755,16618.41358,6.612711049,34.81029397,-11.86262473,RED
1.427541855,839118.9542,7.571016742,69.66357094,27.37127575,RED
1.160860293,3946.081791,4.625204411,43.27016883,6.472510678,RED
1.700347889,82099.46064,5.859582533,92.47599159,34.04997209,RED
2,110898.1261,7.310641761,109.9652599,21.51710333,RED
1.89420348,1265.994047,4.00579652,-71.88318354,41.5206092,RED
1.753069926,30625.97896,6.144474133,-4.11713062,13.51422695,RED
1.185374944,2644.977396,6.688775034,93.41808455,28.10988273,RED
1,18158.25604,6.540407604,64.81715194,30.80892482,RED
1,335081.7296,7.205407147,82.57070847,28.44098803,RED
1.950279224,411.2732201,2.999441553,-62.04250613,45.97896054,RED
1.46431103,1126.060135,3.946431103,8.565158393,16.54263143,RED
2,754900.8338,7.484647604,49.5057353,27.09795192,RED
1,152224.6214,5.997335933,12.36115147,23.36133168,RED
1.49298271,877.2414545,4.195789626,1.69605743,15.67258855,RED
1.471902511,23119.45852,5.288761004,136.7693398,-18.39406639,RED
1.509687511,55571.13521,5.719375021,36.96873607,-10.00967831,RED
1.576607499,32209.43326,6.645964499,62.05498067,25.53134861,RED
2,4374.369831,5.59832985,55.665442,14.93640897,RED
1.596480008,56379.2219,6.256128008,-39.30824052,11.52677722,RED
1,141913.9665,6.033309902,31.07142662,24.215864,RED
2,731882.5138,7.406457581,59.6172105,26.65461448,RED
1.786386255,23676.17671,5.799059243,111.3095018,16.26426768,RED
1.119168605,25437.46642,6.580831395,93.00941691,25.34334942,RED
1,14227.3551,6.573350593,74.5748575,23.78114243,RED
1.486482766,7039.282295,4.432427595,45.88383712,45.70988617,RED
1.167022774,31956.3069,6.067236439,107.6157506,34.05138474,RED
1.106820993,75042.86818,5.770913589,-102.0755053,41.937218,RED
1.23884516,13221.65985,6.465616775,62.02593799,10.55044118,RED
1.949281172,96750.3312,6.415215648,95.25171744,9.099925972,RED
1.305099687,57175.63498,7.255920251,36.3170836,19.23138307,RED
1.831140711,614698.9249,7.033771858,107.8509375,24.71929527,RED
1.539327208,759818.0407,7.253932721,82.8415513,27.54014861,RED
1.153543872,48393.29363,6.275593035,40.23123533,15.48320929,RED
1,35412.62662,5.703515925,75.3059995,18.7059925,RED
2,786.7456306,3.644540261,-17.48422351,40.15629711,RED
1.272054312,23243.12695,5.916162936,26.8474153,-16.25284017,RED
1.448287628,67760.84765,6.310376596,28.7684988,11.28596818,RED
1,3075.710289,5.944258589,88.13281149,18.59187887,RED
1.276348622,23321.34381,5.707966968,117.400136,-4.265197554,RED
1.034482082,2930.16853,6.3,115.2374498,12.91577252,RED
2,637233.7485,7.150939391,52.73670947,8.100959487,RED
2,547219.3191,7.677468044,104.8324955,22.04744115,RED
1,45963.54523,5.6,17.249472,4.004307213,RED
1.457764613,117340.302,7.003541074,58.13204548,27.44222543,RED
1.240479851,678.6390562,4.705007688,-12.06846922,-3.221596438,RED
2,499662.949,7.661796455,44.3152999,-12.19543894,RED
1.290703873,53770.76875,6.558140775,-28.38258998,30.82859448,RED
1.989425088,18716.64579,5.523264806,13.10714724,28.91639776,RED
1.209466489,242763.4466,6.793253085,58.52622943,9.585121423,RED
1.775865065,313.4490851,5.38448965,12.90907531,9.013404895,RED
1,4702.396758,4.99514034,25.93596903,42.67658681,RED
1.436262899,124968.167,6.979889188,99.90741026,25.64954418,RED
1,2784.849149,4.948464696,31.75310258,8.384745369,RED
2,1225.349022,3.925800461,-52.86653637,42.3177388,RED
1.052279103,1314145.049,7.70522791,-71.29810936,-4.913906627,RED
1,40645.19735,5.865423239,25.89855768,5.078847491,RED
1.801803614,69505.59292,7.36396795,36.17735135,10.78631155,RED
1,182437.251,6.949277638,72.31264212,21.55184922,RED
1.647470759,49749.05584,5.735953214,-8.457781607,21.75531599,RED
2,1387.141838,4.565559421,-76.99151963,32.8084683,RED
1,18934.82452,7.144619762,85.56268534,18.71889578,RED
1.094088329,2921.655311,5.324729337,15.08265131,30.97246734,RED
1.873362874,13796.97293,5.437991138,12.26105111,6.44459116,RED
1.5,22567.83286,6.189259895,15.00675859,3.130765473,RED
1.246515063,36370.24541,6.295818075,95.81546433,20.08159017,RED
2,94907.24797,6.326255405,102.1181896,10.75559118,RED
1.804019815,67690.15174,7.408039631,74.83218488,7.250079217,RED
1.056233618,887.2716793,4.849389744,-62.48646228,19.26136134,RED
1,75057.28515,5.607053102,-110.2352353,45.51587446,RED
1.188129665,14761.22207,6.724748134,63.71909649,10.82008957,RED
1.076713979,623843.1884,7.207671398,76.57070412,23.0637209,RED
1.227587662,53853.4506,6.655868181,109.5624984,30.76660413,RED
1.730257534,7136.806829,4.749334794,68.24217631,50.51178593,RED
1.648800639,239550.2733,7.051199361,86.62371118,28.48092363,RED
2,19048.57743,6.356572349,60.59112008,24.16510171,RED
1.00543734,22725.3715,5.111962149,146.8077723,-41.69868896,RED
1.265047287,124052.1369,6.393981085,39.89490885,28.0304412,RED
1.336029751,52438.47867,6.783384458,109.4008165,6.930036928,RED
1,177819.3316,5.962428506,78.34706009,15.71052473,RED
1,195050.2775,5.979552227,106.0466849,26.35328852,RED
1.003918375,98193.25027,6.69529795,10.21582669,24.17655159,RED
1,118968.9746,6.5,11.69405453,28.89631955,RED
1.802273697,566.7950282,4.579090521,-20.93605023,29.86292748,RED
1.786723015,345.3894344,3.04929389,-47.89342424,38.71968399,RED
1.490273925,4571.223565,5.10389043,13.64188961,41.4667967,RED
1.300067083,223.4409562,5.060080499,90.97477987,12.4787891,RED
1,8147.249638,7.252092146,63.69958561,33.94151759,RED
1,348626.8211,7.343065052,82.67442924,28.80187244,RED
1.375971222,553595.466,6.901553955,38.26954383,7.172696104,RED
1.121844952,16408.69771,4.784855767,-36.83128349,-24.37653811,RED
1,3373.823516,4.860338211,23.90889159,19.16035848,RED
1.077483627,120503.1775,6.546490176,11.473377,28.50470788,RED
1.018029009,626160.5328,7.201802901,84.19927487,25.720724,RED
2,290471.2948,7.269300346,108.5497289,26.27514648,RED
1.589501286,130283.4641,6.264199485,74.46807807,26.96830859,RED
1.066807083,223804.6061,6.620042125,9.071214935,26.16658434,RED
1.637402481,2634.36379,6.417558511,48.62396372,29.79797957,RED
1,29927.81955,6.75853928,95.67606356,6.570019216,RED
1.533625405,3194.500543,5.36052573,27.96716709,17.86649159,RED
1.638333917,13347.76568,6.544666433,38.37514461,12.19636371,RED
1,73007.83919,5.867479888,107.1629695,44.42937391,RED
1,190.3079241,3.736473676,18.3178002,7.463390584,RED
1.783160029,655.1223242,4.369896017,-4.839896494,25.4358418,RED
1.915940951,29193.64554,6.815940951,17.50871622,23.93355463,RED
1.756130282,23690.66872,5.841417605,109.3881023,17.36023645,RED
1.512625192,250578.7742,6.602525038,17.9992312,15.81181161,RED
1.374908447,1042.925673,4.525091553,-68.71569157,27.99105221,RED
1.053813106,560905.8045,6.359194417,10.6368839,2.319890711,RED
1,130614.5661,6.205840009,7.510647559,26.64038005,RED
2,71543.81358,7.47586964,42.25271445,7.366394134,RED
2,95586.77901,6.35470936,101.2313683,9.807099756,RED
1,33009.01199,6.650325981,98.51071093,3.164848333,RED
1.812653209,410439.0582,7.2,85.73879815,28.23134632,RED
1,342706.2466,7.387011691,71.89735537,28.88392152,RED
1,5207.228067,6.582311815,111.3166371,16.73289326,RED
1,241803.9855,6.52766697,14.97357742,5.602137477,RED
1.863943766,671474.7319,7.372788753,-27.40419834,-12.5548139,RED
1.163921099,552765.7502,6.513097429,30.22245342,7.056171195,RED
1,244942.5117,6.515478603,16.06982345,2.002084154,RED
1.349412207,52380.91725,6.86635568,107.6939406,8.21151407,RED
1.248976899,133975.3421,6.649386139,69.64063699,25.15466682,RED
1,141354.8398,6.060614969,34.49751431,24.29665969,RED
1,53082.41498,6.270802611,-4.211535976,36.49948069,RED
1.488950926,5684.839065,4.777901853,16.2562354,31.33880358,RED
2,72300.43962,6.437038127,105.8513151,23.58918659,RED
1.986569491,485561.6651,7.591941694,36.47390701,-18.14759731,RED
1.05592635,141.9380338,3.36711162,-94.16147521,19.71027537,RED
1.857818624,297027.3035,7.200473037,98.38282222,25.25809584,RED
1.973587053,47721.52932,6.379238841,-86.22020576,46.04138162,RED
1.374158805,444255.5747,7.074831761,104.0445159,28.92534604,RED
1.945490723,18639.19804,5.429137939,8.895785786,26.88232291,RED
1.418219869,23724.4779,6.020083711,62.81151399,25.21831514,RED
1.488061369,17312.5571,5.602387726,24.76682775,17.29684281,RED
1.472992375,284.6951049,3.268905337,-27.41771563,25.90503603,RED
1,142.6721229,3.913767689,-1.646993526,16.62622335,RED
1.170813706,797.2879282,4.558372587,-65.64044101,23.21240965,RED
1.197690303,18373.79546,6.462771636,61.25123993,33.7581803,RED
1,179317.4709,6.282580787,76.38938225,17.60555944,RED
1,159226.2988,5.840650358,33.07005244,20.19847142,RED
1.210117776,1072.228276,3.689882224,-2.877517616,9.244013707,RED
2,828049.46,7.753467309,2.434136353,23.34894715,RED
1.970116886,342.8639327,5.864140264,18.85731951,9.832883037,RED
2,6555.129158,6.273621822,-89.15197499,19.27763844,RED
1,339938.1153,7.321078962,75.7723867,28.72311159,RED
1,170991.107,5.878803515,62.42196252,17.07582632,RED
1.702785886,4324.025402,5.018885646,12.64467723,32.05838213,RED
1.135626616,461629.4158,7.08137597,107.2779704,22.84580984,RED
1,179553.8556,5.9,84.5290725,16.93324537,RED
1,17565.49148,6.397431617,62.00924785,25.78480745,RED
1.357193409,2696.005911,5.171509454,9.90176943,15.70699392,RED
2,4921.671209,5.908627163,4.731145693,24.62259215,RED
1.937481172,68556.76854,7.662458579,61.94892375,4.904553695,RED
1,179257.1357,6.269687164,76.46822461,17.52923994,RED
1,4166.162778,4.231170307,42.69366691,8.581332948,RED
1.243442617,6267.199506,4.286885234,8.72895063,33.74306645,RED
1.157806269,36875.75081,6.015612538,66.85084903,10.75520494,RED
1.604653038,50846.70295,7.486040886,49.88036408,27.80460432,RED
1.927477683,4427.095872,5.698468756,32.90550173,24.61757001,RED
1.296719946,5556.367124,5.596719946,-16.45578713,49.90421155,RED
1.402526355,38266.27837,7.042778991,72.41011224,-10.25430476,RED
1.920040053,538359.2348,7.552024032,114.2526124,25.45396511,RED
1.325127536,230353.4176,6.990153043,78.05497648,26.62704665,RED
1.909581022,18510.2799,5.518083796,14.87983138,27.71024979,RED
1,183575.4057,7.037427881,73.85044929,22.64374063,RED
1,348133.667,7.348288547,81.61565291,28.81230637,RED
1.831393755,28011.93702,5.936048743,-48.65621367,3.088435266,RED
1.402260414,310018.4478,6.88158229,53.72080644,13.8391193,RED
2,4447.27983,5.753898133,30.86593767,25.95329346,RED
1.496515422,328.4377925,4.600696916,57.23693142,23.13120642,RED
2,399.2889122,3.097309586,-55.38946312,45.61846751,RED
1.599029673,23228.84508,5.339611869,133.9060547,-11.91356985,RED
1.175354894,34539.97918,6.015638809,72.11422694,20.48745746,RED
1.386420042,23689.92039,5.950124092,51.02518796,24.66623834,RED
1.196829488,3871.357846,4.498414744,38.71441565,5.860615092,RED
2,3977.76983,4.784095459,151.516436,-31.081269,RED
1,16106.53571,5.150173219,1.638486287,-6.293445277,RED
2,548048.5926,7.712005948,100.7997001,20.6807993,RED
1.424294778,23539.55436,6.372884334,-40.61219254,-1.593018045,RED
2,78161.69285,5.762010443,118.7950466,35.91660569,RED
1.292771672,134259.9118,6.675663003,66.12468755,25.07689607,RED
1.809618214,67995.77757,7.285969177,58.27663335,5.331601456,RED
1.366721909,341445.9438,7.073344382,101.301203,28.47288361,RED
1.894194975,613775.3829,7.021161005,109.467466,24.58139559,RED
1,53578.63804,6.202565278,41.18045278,40.072911,RED
1,55017.74346,5.490765268,28.92170528,15.99626835,RED
2,613157.8668,7.005626333,109.9642251,23.74430983,RED
1,29446.19155,6.77545434,95.23297356,7.102289009,RED
1,4582.923633,4.629262405,31.9445917,30.55090631,RED
1.578563932,28535.98259,6.520707539,18.55628907,23.39805834,RED
1.455670908,51789.4483,7.684744361,79.7810348,24.30951571,RED
1.44590072,580083.5887,6.612130504,57.67934888,12.80589559,RED
1.825501514,29151.7813,5.717449849,-40.73124595,8.528863591,RED
1.810648322,20379.7292,6.534907651,66.0505308,14.1294661,RED
1.156855135,949.2586918,4.743144865,-67.38565358,22.30995663,RED
1.322106508,230286.7458,6.98652781,77.40838475,26.63020544,RED
2,94337.42885,6.539710246,93.89035744,14.64867813,RED
1.566589257,238782.8513,7.173364297,110.1526631,23.44631169,RED
1.893973057,419175.2067,7.146986529,78.96368465,27.5364619,RED
1.919792572,870111.2392,7.308020743,82.52704287,28.22399258,RED
2,558221.4411,7.814635726,82.01014692,14.29558484,RED
1.455873998,2817.589121,6.2544126,72.45118229,21.42345356,RED
1.740509521,74628.07468,6.784815234,-18.74229541,20.53318395,RED
2,4975.039503,5.921536577,1.499387361,24.41919399,RED
1.303358101,22477.53087,5.706716202,78.83033246,-15.13375577,RED
1.166787335,23320.67167,5.166714934,-55.99297279,16.3846103,RED
1.101289723,26116.4484,6.639226166,75.21507544,20.87076937,RED
1.720111334,56628.94728,6.392122467,-49.91876308,9.419518354,RED
1.086135772,31344.31126,5.791386423,109.1848439,35.39948488,RED
1.731904912,22904.03515,5.821714105,76.35440037,5.334340772,RED
1,4159.269875,4.23479548,42.75274454,8.454297656,RED
2,572697.4073,7.596270659,90.09724865,16.99069502,RED
1.990959454,232585.8964,6.905424328,19.27163966,15.19317677,RED
1.400329868,165413.057,7.1,46.55281355,22.99525423,RED
1.450123079,3864.482786,4.490024616,102.9450725,-17.20818853,RED
1.5,22890.965,6.138041741,56.72893808,11.7278449,RED
1.663490345,36340.39985,6,121.3617648,16.76912001,RED
1.163708687,553946.8517,6.561933899,24.46659938,5.108230689,RED
1,129471.2441,6.5,72.82792733,26.3081077,RED
1.879518178,4397.003681,5.631325449,33.55391424,23.48241695,RED
1.148462828,46472.11344,5.911771939,20.75527121,6.356332622,RED
1.578306407,237021.61,7.121693593,100.2957855,27.51602678,RED
1,343728.1339,7.394952016,72.15720106,28.90551665,RED
2,581901.431,7.394477062,-24.19178762,-13.70296235,RED
2,32085.00056,6.450788945,70.60907009,22.69090234,RED
1,5207.314537,5.342730723,16.98788855,62.53254459,RED
1.902623271,296233.3954,7.270786981,110.6004768,28.73611372,RED
1.303065761,845014.9293,7.369693424,104.4183777,26.89371285,RED
1,3982.726019,4.327644883,44.26586484,5.200617805,RED
1,4820.882208,4.914992445,25.12780025,44.44745955,RED
2,490711.4283,7.621488234,38.47164246,-16.4999001,RED
1,2654.951531,6.655622606,104.999854,26.08584257,RED
1,26980.89157,6.588941298,50.87480301,15.29866065,RED
1.795433134,28496.86211,6.695433134,13.97446295,18.40749995,RED
1.326364062,24471.34993,6.634727188,-16.11782206,12.37888193,RED
2,33266.69146,6.230099601,95.48517298,20.18669131,RED
1.635433572,47284.63166,6.044803501,-54.10849302,34.57558182,RED
1.84368053,4160.133934,4.962527788,11.98352911,25.82063812,RED
1.194942769,1760752.786,7.719494277,63.38355817,7.745036102,RED
1.826867847,3880.663974,4.565373569,151.0715794,-33.84177522,RED
1.562655423,30519.40783,6.418920965,66.62817011,32.48602424,RED
1,135766.3252,6.333531258,68.7415297,25.10421899,RED
1.713607366,324.5915802,3.415506741,-8.806305778,37.76043674,RED
1.792488505,1515.978559,5.801972411,-67.57584836,2.125623671,RED
2,5667.902837,5.498168916,58.25208699,39.05028671,RED
1.132276847,6804.311593,4.130692118,-11.23656419,33.78964906,RED
2,548471.8724,7.729634871,98.74127071,19.98323458,RED
1.96659077,910407.972,7.313363692,79.57773769,27.53600406,RED
1.4522151,124697.9704,6.99743661,100.2832425,25.65147281,RED
1.142785637,366539.3151,7.185721436,112.7448918,28.35378129,RED
1.80528266,23087.36651,5.733660808,89.63451059,6.20803347,RED
1,39758.03753,5.985510722,118.9339886,15.31426509,RED
1.159860425,17669.40637,6.668027915,59.13854099,17.64383412,RED
1.86809816,96881.47423,6.439570552,87.93982335,10.38453591,RED
1.881250682,96860.22765,6.435624795,89.1244289,10.17641528,RED
2,402578.6786,7.2,91.32981258,28.59551894,RED
1,68105.75242,5.141628829,-16.85630573,20.91059979,RED
1,55145.27807,5.424557909,134.0808421,20.26241701,RED
1.688487701,7120.09639,4.695034011,64.41116417,49.68899958,RED
1.782923614,13395.28219,6.486830554,29.23393814,12.28976865,RED
1,234576.542,6.555734515,12.44912624,13.89239228,RED
1,139313.3147,6.16031328,47.00710296,24.591667,RED
1,354210.436,7.155581881,107.8907972,28.38815361,RED
1.382363331,13263.64606,6.647054668,54.55804019,12.03100671,RED
1,594677.22,6.801185389,54.31783751,16.33576538,RED
1.623809531,659077.4754,7.324761906,4.267538069,-1.68919605,RED
1.367340515,838212.6284,7.546936206,76.07208787,27.211983,RED
1.474053423,2683.251809,5.358485477,10.40902369,18.51486077,RED
1.808799445,116096.9015,7.389679389,93.7750692,26.32579425,RED
1.5,25712.28074,6.327646338,37.07781607,12.73862647,RED
2,422.0837029,5.166043391,2.343279014,21.78150411,RED
1.329272675,13688.37125,6.339018256,59.59016323,21.35766762,RED
2,132540.8407,7.234719723,37.32591181,24.3320458,RED
1.277522805,68295.67737,6.188531927,61.32107369,23.48936428,RED
1,2671.230423,6.766706564,112.5024771,26.47573534,RED
1.276465427,23353.99955,5.210586171,-32.18482044,15.35022415,RED
2,138458.2298,6.522813324,72.18114629,24.86195617,RED
2,411504.6872,7.164772005,93.64687545,27.88866705,RED
1,55573.80996,5.670700557,127.905123,35.7227844,RED
1,2827.882635,5.249224959,51.95122416,9.472473166,RED
1.509508873,1102188.421,7.496196451,3.461406632,11.14377351,RED
1,56325.55563,6.517650576,107.8897994,32.14425708,RED
1.359423827,95304.48917,6.735942383,36.02343127,24.96945589,RED
1.081473898,31443.30523,5.889621287,117.9586905,37.65473183,RED
1.193339234,73081.81473,6.151341004,111.3165516,38.00528342,RED
1,189.6524853,3.585223414,-1.602118195,7.193666021,RED
1.204349781,14461.73519,6.718260088,58.49628988,-0.651419841,RED
1.466683156,66951.02013,6.733366312,76.56720852,15.95248796,RED
2,267665.1331,6.984187063,72.45723018,5.481148442,RED
1,47118.0065,5.633809607,17.77225875,13.41375301,RED
1.717181447,1056.055488,3.971718145,6.258803176,26.04988093,RED
1.538094664,4781.577717,5.569047332,24.54259797,43.34990733,RED
1.508705984,272.0394276,4.770023764,9.652740065,8.177277119,RED
2,1518.051866,5.716501127,-84.70935106,12.97611221,RED
1,2693.220112,6.442651024,82.91261256,30.24586399,RED
1.831763421,13429.36504,5.635531211,20.55492247,7.488208095,RED
1.189934744,1214255.462,7.643019577,-69.94531641,-9.044842416,RED
2,6864.473545,5.747145394,-7.448185897,35.67255313,RED
1.286279862,13694.98903,6.685488055,64.77096392,23.96585859,RED
2,500643.6106,7.6,54.78758923,-7.929143898,RED
1.645237645,575618.2827,6.945237645,-23.1317599,-10.84357021,RED
1.650971745,18874.04846,6.765097175,81.11099452,25.89393263,RED
1,355873.2026,7.164903414,108.6845257,28.41500428,RED
1.582291433,841448.6951,7.632916573,53.19026175,27.78074313,RED
1.073085091,324839.8153,6.643851055,21.48397774,5.629782479,RED
1.726333615,29445.85577,5.727366638,-20.62365543,12.13290269,RED
1.019994537,1261.194598,3.947986888,10.77211209,-0.837522596,RED
1,165077.5344,5.859625858,47.66824546,18.64542169,RED
1.290262915,1271.098544,3.9,-11.96769916,12.20311668,RED
1.003678915,31607.59389,5.805886264,126.2307435,38.43125431,RED
1.518205732,4050.62366,4.407282293,110.0718428,-16.83743288,RED
1.518764329,23804.36226,6.17372994,94.31422495,25.95839559,RED
1.569230212,42232.05979,6.967691361,70.27924988,-9.298497581,RED
1.07922915,27180.88286,6.071306235,16.87652686,18.19643798,RED
1.015790435,26960.27324,6.012632348,16.25313617,16.97598858,RED
2,85049.97702,5.913502592,114.9824107,24.51439892,RED
1.541795195,4091.536154,4.579256636,25.42488639,14.67242835,RED
1,46531.43121,5.621993162,24.47513958,12.47264905,RED
1.163195084,23072.4196,5.459029185,129.6830431,-19.90032343,RED
1.53244964,234105.1962,7.180530216,109.1239739,25.70057108,RED
2,564931.5364,7.460282327,40.60679204,4.690034831,RED
1.240245018,8168.020449,7.287681476,32.46087608,26.26321426,RED
1.530195679,410940.7165,6.965097839,76.23153464,25.37755229,RED
1.544534428,854840.9533,7.345546557,95.84720594,27.41456076,RED
1.291072401,49719.09616,6.880718566,59.38678657,18.32078043,RED
1,56175.18129,6.342186883,112.0272333,33.30711347,RED
1,614937.4562,7.052156595,74.5968408,22.75532998,RED
1,164781.4276,6.445164735,36.33514967,22.98877257,RED
1.169797116,367372.7476,7.183020288,112.9476669,28.32307464,RED
1,335939.8345,7.131209782,52.03309517,20.46231565,RED
1.330816067,23545.87075,6.092448201,-80.26222246,9.845546743,RED
1,183677.7895,7.022627627,74.43218559,22.69098551,RED
1.087792429,18357.39902,6.708779243,74.26673261,33.5106513,RED
2,133405.1396,6.414022599,117.1588617,25.64401127,RED
1,1319881.24,7.688174724,-68.18804024,-5.476904013,RED
1.741308708,41484.97836,7.415439579,49.33327471,-20.21556632,RED
2,119459.7225,7.513805131,95.28765304,25.39072838,RED
1.032135434,132544.2401,6.487145826,90.54755963,25.59769015,RED
2,28749.48063,5.832196327,-65.52779858,5.007409491,RED
2,602302.5282,7.11983957,50.01162544,7.137562467,RED
2,647353.9129,7.212020936,28.68143806,1.525363216,RED
2,34364.60147,6.025056946,118.597581,17.86002674,RED
1,13297.97137,6.8,80.16188808,15.93004822,RED
1,37940.04037,5.862115574,99.26973795,16.46792746,RED
1.81425195,30132.50433,6.03434649,-21.95561841,10.7076974,RED
1.442748167,6072.707944,5.211450367,50.05168594,59.91944067,RED
1.871317995,259696.8904,7.051472802,85.75973715,9.727241081,RED
1,56248.79451,6.716652594,103.6197799,11.39896688,RED
1,378145.8237,6.982476304,94.52190913,25.78178363,RED
1,52501.28039,6.341343962,4.565487304,35.66988692,RED
1,1506471.58,7.575900343,92.56876023,12.39418041,RED
1.249839167,4141.151754,4.299935667,74.91520551,-3.107981895,RED
1.306599147,358500.8411,7.308020256,85.8648626,28.44457173,RED
2,115244.1896,7.588771285,113.0639009,25.55469339,RED
2,577707.8207,7.466734676,-9.463554441,-9.851547267,RED
2,250477.1094,6.94981893,46.37455359,9.479962047,RED
1.329530414,168548.5674,7.1,50.94551615,22.89776338,RED
1.440603114,56316.33778,6.140603114,38.56035179,23.06100098,RED
1.14304987,121709.1057,6.442780052,26.89510806,28.42981195,RED
1.684209075,36227.01163,6,121.3654734,16.81878073,RED
1,54844.42299,5.705802928,9.345317527,24.02887047,RED
1.203511108,368412.9844,7.179648889,113.2007579,28.28474857,RED
2,138768.2112,6.973361118,23.13302662,24.04939322,RED
1.059762274,6702.9003,3.919524548,3.097311326,35.54184805,RED
2,638461.8395,7.089120576,100.654994,24.85531366,RED
1.670926221,72158.37601,6.508945063,7.73991962,14.04062154,RED
1,2762.135767,4.851670107,5.303093688,16.99420826,RED
1,4477.663732,4.839120281,31.05039323,32.18730798,RED
1.940690188,2182.196481,6.365240794,-78.68799706,4.33515448,RED
2,4001.918329,4.943003228,12.23787971,19.25521144,RED
1.176115488,22937.00493,5.452230975,-47.61203961,12.53870256,RED
